,HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
8133,8134,6,3,55,51,19,35,52,6,4,21,3,30,2,5,5,88,1,67,0,2,1,1,1,1
8134,8135,8,1,21,59,21,37,13,2,10,23,4,24,1,6,3,15,2,33,1,1,1,1,1,1
8135,8136,8,4,25,8,49,33,33,5,16,27,5,59,1,3,3,62,2,48,0,1,1,1,1,1
8136,8137,7,4,10,27,57,72,52,4,16,16,0,57,2,6,9,27,1,47,0,1,1,1,1,1
8137,8138,4,6,33,98,57,26,23,5,15,18,0,48,1,4,2,62,1,63,0,1,1,1,1,1
8138,8139,1,5,19,72,42,24,55,2,17,16,0,54,2,1,2,53,2,32,1,1,1,1,1,1
8139,8140,1,6,50,18,18,76,41,6,5,19,2,50,1,7,10,83,2,55,1,2,1,1,1,1
8140,8141,9,6,57,70,10,55,41,1,13,17,0,51,1,6,7,43,1,31,1,1,1,1,1,1
8141,8142,1,7,46,16,49,75,57,1,11,20,3,54,1,5,10,68,1,64,0,1,1,1,1,1
8142,8143,5,2,42,59,16,10,40,2,11,24,3,53,2,4,2,91,2,50,0,2,1,1,1,1
8143,8144,3,6,49,81,32,14,22,3,7,18,4,14,3,1,7,61,1,63,1,4,1,1,1,1
8144,8145,6,2,47,41,13,29,42,6,16,30,2,41,1,6,6,69,2,63,1,2,1,1,1,1
8145,8146,1,9,19,83,44,100,50,2,4,24,1,19,2,1,4,28,2,20,0,4,1,1,1,1
8146,8147,2,2,58,93,50,86,48,6,4,22,5,53,2,2,3,92,2,33,1,2,1,1,1,1
8147,8148,5,3,11,74,40,72,53,7,20,11,5,59,2,8,8,48,2,21,0,2,1,1,1,1
8148,8149,4,2,24,11,56,6,60,1,16,14,5,53,3,5,9,15,2,63,0,1,1,1,1,1
8149,8150,9,9,40,97,17,84,43,2,4,6,1,49,3,4,7,37,2,18,1,2,1,1,1,1
8150,8151,5,1,39,4,41,37,29,4,20,22,1,12,2,5,8,16,1,66,1,4,1,1,1,1
8151,8152,9,9,44,29,37,69,53,7,5,17,0,44,3,3,5,75,2,20,1,1,1,1,1,1
8152,8153,2,8,49,75,45,11,57,7,11,7,0,50,1,4,2,67,1,48,0,2,1,1,1,1
8153,8154,7,7,44,28,60,72,36,3,8,9,0,18,1,6,9,67,1,35,1,4,1,1,1,1
8154,8155,2,5,16,89,22,58,29,5,12,15,5,46,1,5,4,56,1,24,0,1,1,1,1,1
8155,8156,2,5,25,11,60,72,37,2,4,12,3,50,1,1,10,100,2,56,1,2,1,1,1,1
8156,8157,1,6,44,93,27,43,44,3,14,18,5,20,3,6,9,38,2,41,1,1,1,1,1,1
8157,8158,5,8,55,81,47,48,59,2,10,14,1,50,1,8,2,53,2,27,0,1,1,1,1,1
8158,8159,2,7,19,2,54,25,22,5,12,15,5,31,1,2,2,25,1,30,1,1,1,1,1,1
8159,8160,5,4,31,31,55,79,37,4,5,27,4,31,1,2,8,93,1,30,1,4,1,1,1,1
8160,8161,5,9,32,7,54,77,14,3,8,17,4,60,3,2,8,30,2,55,1,2,1,1,1,1
8161,8162,6,4,26,5,20,100,31,1,15,12,5,23,3,8,3,28,2,53,1,1,1,1,1,1
8162,8163,9,3,11,72,15,80,27,1,20,21,2,27,2,2,8,24,2,35,0,1,1,1,1,1
8163,8164,4,6,48,53,53,91,31,1,8,28,1,19,1,4,8,33,2,64,0,4,1,1,1,1
8164,8165,2,1,31,77,23,83,28,6,20,28,5,12,2,7,2,88,2,43,0,2,1,1,1,1
8165,8166,7,6,41,86,35,52,46,3,8,28,4,17,3,2,3,18,2,65,0,4,1,1,1,1
8166,8167,2,8,42,14,10,80,11,4,13,14,2,32,2,3,2,37,1,35,1,1,1,1,1,1
8167,8168,5,5,58,59,43,97,29,4,15,15,2,24,2,8,3,26,1,26,1,1,1,1,1,1
8168,8169,2,9,26,16,14,40,11,7,4,8,5,44,2,8,2,61,1,54,0,2,1,1,1,1
8169,8170,8,6,40,69,45,66,41,5,7,12,3,12,2,6,7,32,2,36,1,2,1,1,1,1
8170,8171,9,7,31,63,47,34,43,6,20,12,4,33,1,8,9,100,1,55,0,1,1,1,1,1
8171,8172,8,4,19,72,15,64,23,6,2,9,5,28,3,5,5,37,1,30,1,1,1,1,1,1
8172,8173,4,4,25,4,43,34,38,5,12,29,2,16,3,2,6,29,1,50,1,2,1,1,1,1
8173,8174,3,2,29,45,37,49,25,7,2,24,1,45,3,6,3,97,2,42,0,2,1,1,1,1
8174,8175,9,5,28,41,26,16,45,6,6,5,0,59,3,2,5,53,2,56,1,1,1,1,1,1
8175,8176,7,7,36,19,10,75,56,6,17,16,5,33,2,2,8,99,1,38,0,2,1,1,1,1
8176,8177,1,9,23,7,10,23,34,7,9,13,2,40,3,1,5,92,1,58,0,1,1,1,1,1
8177,8178,7,9,56,72,46,19,56,6,14,29,0,21,1,1,10,39,1,34,1,4,1,1,1,1
8178,8179,2,8,10,94,40,30,21,4,3,26,4,55,3,3,10,38,1,68,0,1,1,1,1,1
8179,8180,8,8,53,10,27,65,33,7,13,23,1,30,1,7,6,82,1,23,1,2,1,1,1,1
8180,8181,3,8,32,32,18,85,60,1,9,27,0,60,2,4,6,21,2,45,0,2,1,1,1,1
8181,8182,4,1,29,76,41,59,12,2,20,15,0,49,2,6,10,22,1,65,0,1,1,1,1,1
8182,8183,2,1,19,59,42,3,53,1,4,20,2,10,3,4,2,95,1,23,1,4,1,1,1,1
8183,8184,6,9,32,80,28,29,29,7,16,21,1,48,1,6,10,99,1,46,0,1,1,1,1,1
8184,8185,2,9,41,59,44,36,55,6,16,16,4,52,2,5,5,73,2,31,1,3,1,1,1,1
8185,8186,6,8,44,23,52,83,55,1,17,28,0,53,2,2,9,39,1,60,1,1,1,1,1,1
8186,8187,1,8,27,36,45,25,26,3,20,8,4,18,3,8,3,63,1,24,0,4,1,1,1,1
8187,8188,9,3,57,23,14,31,59,7,14,19,2,11,2,6,7,74,1,53,1,2,1,1,1,1
8188,8189,1,5,25,5,42,30,51,7,9,11,1,58,2,1,3,65,1,53,1,1,1,1,1,1
8189,8190,7,8,46,87,47,91,33,2,9,24,0,39,2,4,5,98,1,50,1,2,1,1,1,1
8190,8191,1,1,40,39,48,51,11,2,2,24,0,18,2,4,7,63,1,57,1,4,1,1,1,1
8191,8192,7,7,20,50,38,38,26,7,20,14,5,37,3,5,6,92,1,46,0,2,1,1,1,1
8192,8193,3,6,45,87,11,75,10,3,20,5,1,16,2,6,6,79,1,30,1,2,1,1,1,1
8193,8194,9,9,18,26,42,22,51,3,16,16,1,57,2,3,7,29,2,44,1,2,1,1,1,1
8194,8195,9,9,23,81,29,93,44,7,19,23,1,42,1,3,5,59,1,70,1,1,1,1,1,1
8195,8196,7,9,12,65,48,63,19,5,8,19,5,57,3,6,10,79,2,56,1,1,1,1,1,1
8196,8197,4,1,11,80,51,87,26,4,19,30,4,23,1,4,7,12,2,53,1,1,1,1,1,1
8197,8198,2,6,56,33,14,13,25,2,18,11,5,22,2,1,10,12,2,29,1,2,1,1,1,1
8198,8199,3,5,25,55,60,14,50,7,20,21,1,43,1,4,5,97,1,42,0,1,1,1,1,1
8199,8200,2,7,39,63,40,1,36,6,3,7,3,30,1,3,7,49,1,51,1,4,1,1,1,1
8200,8201,7,1,34,6,55,97,44,6,4,5,0,55,3,6,10,74,1,18,1,2,1,1,1,1
8201,8202,9,2,25,42,27,42,46,6,20,24,2,36,3,4,9,68,2,59,0,2,1,1,1,1
8202,8203,4,2,28,74,24,63,43,3,2,6,1,45,3,2,7,66,2,34,0,1,1,1,1,1
8203,8204,8,2,57,88,15,100,29,3,15,6,2,56,2,8,8,28,1,37,0,2,1,1,1,1
8204,8205,8,9,60,49,44,28,60,5,15,7,2,40,3,7,5,17,1,31,0,2,1,1,1,1
8205,8206,4,3,20,88,56,64,51,7,13,5,3,32,1,2,7,24,2,56,0,4,1,1,1,1
8206,8207,6,2,42,100,34,12,48,2,5,15,1,34,2,7,2,43,2,33,1,2,1,1,1,1
8207,8208,1,2,27,73,51,48,37,6,16,9,2,39,1,6,9,59,2,45,0,1,1,1,1,1
8208,8209,9,6,45,7,59,29,52,1,13,16,3,46,2,7,3,87,1,53,0,1,1,1,1,1
8209,8210,8,7,25,70,53,95,11,2,9,24,3,19,3,7,10,89,2,55,1,1,1,1,1,1
8210,8211,2,7,18,72,43,43,25,4,19,25,4,34,3,8,7,86,2,29,0,4,1,1,1,1
8211,8212,9,5,46,90,50,72,55,5,2,16,4,39,3,8,5,72,2,30,1,1,1,1,1,1
8212,8213,2,7,46,88,44,26,26,1,15,23,4,50,1,2,4,77,2,48,1,1,1,1,1,1
8213,8214,7,9,36,55,35,97,45,3,6,28,4,27,2,6,3,75,1,65,0,1,1,1,1,1
8214,8215,9,5,36,5,13,2,20,6,8,30,0,38,2,2,4,92,2,34,0,2,1,1,1,1
8215,8216,7,8,39,91,12,27,50,4,8,10,0,29,3,2,4,98,2,65,1,1,1,1,1,1
8216,8217,1,4,23,64,18,5,24,1,20,19,4,31,3,4,5,56,1,20,1,2,1,1,1,1
8217,8218,9,3,54,33,29,65,13,1,6,19,0,23,2,2,10,90,2,30,1,2,1,1,1,1
8218,8219,9,8,19,42,39,89,34,2,3,28,0,18,3,4,6,69,1,26,1,1,1,1,1,1
8219,8220,5,7,41,100,24,62,23,6,4,12,1,26,1,3,2,47,2,25,1,4,1,1,1,1
8220,8221,5,9,36,66,13,48,47,3,8,16,5,17,2,3,7,37,2,54,0,2,1,1,1,1
8221,8222,4,4,44,13,44,43,16,4,6,6,4,44,3,6,7,90,1,66,0,3,1,1,1,1
8222,8223,9,8,29,86,56,73,31,2,9,14,1,54,1,2,8,35,2,67,1,1,1,1,1,1
8223,8224,8,6,21,50,25,14,36,7,6,18,1,21,3,3,8,17,1,27,1,1,1,1,1,1
8224,8225,7,2,25,78,18,89,54,6,10,9,2,41,2,2,2,95,2,56,0,2,1,1,1,1
8225,8226,2,3,18,28,24,77,47,1,17,11,1,47,2,8,2,36,1,32,1,1,1,1,1,1
8226,8227,5,7,21,74,52,48,28,4,15,17,0,35,3,5,4,84,1,41,0,1,1,1,1,1
8227,8228,9,8,13,59,34,29,26,7,2,16,2,45,2,8,9,71,2,19,1,1,1,1,1,1
8228,8229,9,3,45,12,50,9,30,6,12,20,3,21,2,1,8,78,1,18,0,2,1,1,1,1
8229,8230,3,8,59,70,45,42,25,5,17,13,0,41,1,6,9,28,1,31,1,1,1,1,1,1
8230,8231,5,2,34,80,11,51,22,6,6,13,0,42,3,6,8,68,1,49,0,2,1,1,1,1
8231,8232,5,5,59,41,36,13,17,1,9,20,0,10,1,6,4,94,2,64,0,4,1,1,1,1
8232,8233,8,1,48,62,22,40,42,7,11,19,1,49,2,5,10,89,2,54,1,2,1,1,1,1
8233,8234,3,6,19,46,21,13,28,5,19,14,5,30,3,8,2,41,2,49,0,2,1,1,1,1
8234,8235,4,4,48,70,57,1,13,1,3,10,4,14,2,6,4,38,2,59,0,4,1,1,1,1
8235,8236,3,2,52,37,10,60,32,4,15,11,4,56,2,3,2,71,1,59,0,2,1,1,1,1
8236,8237,7,2,11,81,47,52,41,5,12,22,3,31,2,6,8,20,2,39,0,1,1,1,1,1
8237,8238,8,1,12,45,46,95,20,5,19,25,4,34,3,5,7,60,1,19,1,1,1,1,1,1
8238,8239,5,3,58,83,49,97,19,7,9,18,0,22,2,2,8,13,1,49,0,4,1,1,1,1
8239,8240,4,5,52,7,29,31,49,3,18,11,5,30,2,6,5,84,2,39,1,4,1,1,1,1
8240,8241,3,3,20,84,57,13,60,7,9,14,5,55,1,5,3,89,2,49,0,1,1,1,1,1
8241,8242,6,8,33,48,58,84,16,3,16,10,1,59,2,8,7,82,1,50,0,1,1,1,1,1
8242,8243,7,8,29,31,29,20,18,1,8,19,1,14,2,8,9,42,1,45,1,3,1,1,1,1
8243,8244,4,7,44,59,53,37,47,5,12,28,0,27,3,5,3,28,1,46,1,4,1,1,1,1
8244,8245,8,7,13,61,32,6,32,3,5,11,4,49,3,5,6,71,2,22,1,2,1,1,1,1
8245,8246,6,6,32,42,45,52,55,6,10,25,4,12,1,7,9,54,2,65,1,4,1,1,1,1
8246,8247,5,7,22,67,41,34,48,5,8,9,5,46,2,3,10,28,2,25,1,2,1,1,1,1
8247,8248,9,9,28,4,21,84,36,2,13,17,0,23,1,2,7,31,1,23,0,2,1,1,1,1
8248,8249,5,8,13,35,33,27,60,4,11,6,0,47,1,7,5,39,1,36,0,1,1,1,1,1
8249,8250,4,4,59,80,46,41,19,1,13,29,2,44,1,3,7,48,1,60,0,3,1,1,1,1
8250,8251,2,2,25,65,48,78,18,4,13,16,4,59,2,4,5,52,1,21,0,1,1,1,1,1
8251,8252,5,7,25,6,58,44,15,2,12,29,1,25,3,1,2,95,2,51,1,1,1,1,1,1
8252,8253,5,1,13,88,51,96,44,5,4,5,1,17,1,7,6,93,2,62,0,1,1,1,1,1
8253,8254,7,9,41,6,53,85,26,1,17,23,2,49,1,4,2,88,2,59,1,1,1,1,1,1
8254,8255,2,9,40,71,18,19,47,5,19,16,0,45,3,6,4,61,1,65,1,2,1,1,1,1
8255,8256,8,9,16,70,60,55,55,4,4,19,5,41,3,8,3,45,2,66,0,1,1,1,1,1
8256,8257,4,1,55,4,36,58,27,7,4,20,2,28,1,4,7,48,2,22,0,2,1,1,1,1
8257,8258,6,9,25,53,38,59,48,2,8,13,0,10,1,7,10,17,2,55,1,1,1,1,1,1
8258,8259,4,5,26,6,26,95,30,1,10,30,5,17,2,1,5,72,2,34,1,4,1,1,1,1
8259,8260,8,1,40,97,47,62,51,5,8,17,1,30,3,8,6,16,2,64,1,4,1,1,1,1
8260,8261,5,5,46,61,18,75,52,6,4,27,5,27,1,3,9,67,2,42,0,2,1,1,1,1
8261,8262,9,1,48,87,58,52,29,2,18,20,5,28,2,1,6,74,1,18,1,2,1,1,1,1
8262,8263,5,5,41,99,56,13,55,1,20,5,2,45,2,2,8,51,2,40,0,1,1,1,1,1
8263,8264,3,1,20,9,42,45,38,4,10,13,5,14,1,8,3,52,1,51,1,4,1,1,1,1
8264,8265,8,3,21,80,53,31,36,6,4,6,0,10,2,6,2,24,1,53,0,4,1,1,1,1
8265,8266,1,9,37,94,46,34,23,6,6,14,5,35,2,2,5,87,2,58,0,1,1,1,1,1
8266,8267,8,2,58,63,60,75,21,2,5,30,4,45,2,2,8,74,1,27,1,2,1,1,1,1
8267,8268,9,4,48,28,44,85,29,1,5,19,1,14,1,5,5,18,2,40,0,2,1,1,1,1
8268,8269,1,7,23,88,17,47,44,7,10,15,0,33,2,1,2,25,2,64,1,1,1,1,1,1
8269,8270,5,7,23,98,30,44,22,7,8,28,1,13,1,2,8,97,2,51,0,4,1,1,1,1
8270,8271,6,4,26,36,31,94,15,4,10,11,5,31,2,3,10,35,2,53,1,1,1,1,1,1
8271,8272,4,7,28,72,43,36,11,1,4,10,5,36,2,2,8,38,1,36,1,4,1,1,1,1
8272,8273,6,8,23,25,58,11,30,1,4,13,4,17,3,6,8,70,2,67,0,3,1,1,1,1
8273,8274,3,4,37,92,19,78,14,2,8,28,1,53,2,5,2,86,1,44,0,2,1,1,1,1
8274,8275,1,9,22,20,34,45,11,1,15,23,5,28,2,7,6,64,2,65,0,1,1,1,1,1
8275,8276,7,1,59,98,19,1,40,5,5,11,1,54,2,6,7,74,2,34,1,2,1,1,1,1
8276,8277,9,8,46,89,55,39,54,2,17,12,5,23,2,6,5,45,1,50,1,2,1,1,1,1
8277,8278,2,2,20,6,18,22,26,1,20,10,5,21,2,7,2,85,2,52,0,1,1,1,1,1
8278,8279,7,7,26,25,27,51,22,2,8,23,5,55,3,8,3,81,1,67,0,2,1,1,1,1
8279,8280,7,8,23,60,56,54,13,2,12,10,0,60,3,1,7,33,1,62,0,3,1,1,1,1
8280,8281,9,2,26,97,51,49,12,5,6,29,5,25,3,8,10,58,1,40,1,1,1,1,1,1
8281,8282,3,3,26,14,48,80,32,4,8,5,3,30,1,5,9,95,1,35,1,4,1,1,1,1
8282,8283,9,2,22,25,42,41,58,1,8,6,3,11,2,1,3,99,1,34,1,4,1,1,1,1
8283,8284,7,7,18,15,25,10,60,6,11,5,3,33,3,8,10,48,2,26,0,1,1,1,1,1
8284,8285,4,8,44,53,56,38,42,5,10,25,5,28,1,2,9,72,2,38,1,4,1,1,1,1
8285,8286,4,5,50,57,58,97,39,4,15,11,2,15,3,3,7,50,1,46,0,4,1,1,1,1
8286,8287,3,1,12,31,29,60,12,4,11,12,1,23,2,7,4,57,1,50,1,2,1,1,1,1
8287,8288,5,6,11,81,18,34,12,1,3,23,5,35,2,7,10,41,2,47,1,2,1,1,1,1
8288,8289,9,3,14,42,50,50,60,5,4,21,3,38,1,8,5,88,1,24,1,1,1,1,1,1
8289,8290,2,2,54,83,40,74,36,3,9,9,4,18,3,6,7,99,1,42,0,1,1,1,1,1
8290,8291,4,9,47,54,30,68,47,2,12,29,2,36,1,3,5,31,1,24,1,1,1,1,1,1
8291,8292,6,5,36,39,19,24,41,1,19,7,4,15,1,6,8,100,2,41,0,2,1,1,1,1
8292,8293,6,5,32,99,44,16,48,1,7,16,2,28,2,5,9,40,1,41,0,2,1,1,1,1
8293,8294,7,5,43,74,21,33,40,1,6,26,1,13,1,3,8,83,1,68,1,4,1,1,1,1
8294,8295,9,2,28,41,28,42,23,7,16,26,0,19,1,8,8,82,1,22,0,2,1,1,1,1
8295,8296,8,8,51,33,47,8,21,5,2,30,4,12,2,1,3,46,1,38,1,4,1,1,1,1
8296,8297,5,2,26,61,37,91,34,4,7,24,3,56,3,2,4,95,2,28,0,1,1,1,1,1
8297,8298,1,2,45,34,37,18,12,4,3,20,0,37,1,1,8,57,2,32,1,1,1,1,1,1
8298,8299,5,7,34,62,37,1,21,4,6,6,2,29,3,3,9,10,2,54,1,1,1,1,1,1
8299,8300,3,1,14,7,49,36,40,7,11,11,2,10,2,5,7,86,1,35,1,4,1,1,1,1
8300,8301,3,7,40,100,13,89,57,6,3,29,0,35,1,6,10,93,2,34,1,2,1,1,1,1
8301,8302,6,8,59,4,27,4,37,2,17,22,4,48,3,7,3,24,2,45,0,2,1,1,1,1
8302,8303,4,7,14,11,15,18,25,5,2,26,1,48,2,7,5,95,1,43,1,1,1,1,1,1
8303,8304,1,1,18,39,14,64,30,6,14,13,2,53,1,2,3,22,2,58,1,2,1,1,1,1
8304,8305,6,2,18,29,14,94,34,3,5,26,0,31,2,4,7,48,2,53,0,1,1,1,1,1
8305,8306,7,3,16,77,56,46,19,6,6,24,3,40,2,6,8,75,1,65,1,1,1,1,1,1
8306,8307,7,7,15,26,37,65,34,7,15,23,4,21,1,5,4,85,2,59,0,2,1,1,1,1
8307,8308,2,9,33,17,22,99,54,3,17,22,5,59,2,3,4,61,2,55,1,2,1,1,1,1
8308,8309,9,1,19,48,22,32,18,5,8,6,3,35,1,4,3,97,2,51,1,1,1,1,1,1
8309,8310,6,1,21,82,40,20,36,2,14,9,2,28,1,5,4,65,1,22,0,1,1,1,1,1
8310,8311,7,9,46,20,51,40,35,4,19,8,5,39,1,1,2,96,1,41,0,1,1,1,1,1
8311,8312,8,5,18,31,39,61,35,4,6,23,3,54,1,5,6,45,1,23,0,1,1,1,1,1
8312,8313,7,1,10,70,55,80,38,2,12,7,4,12,2,7,9,46,2,46,0,1,1,1,1,1
8313,8314,2,6,28,52,60,22,30,1,14,11,0,18,1,7,3,25,1,30,1,4,1,1,1,1
8314,8315,3,8,18,100,53,68,53,3,6,9,5,10,1,7,3,10,1,57,0,4,1,1,1,1
8315,8316,3,5,43,30,13,69,17,2,12,17,1,47,2,1,10,67,1,42,1,2,1,1,1,1
8316,8317,9,6,55,30,30,83,20,5,3,18,1,30,1,2,7,93,2,59,0,2,1,1,1,1
8317,8318,2,3,26,26,45,73,33,4,9,9,0,23,1,8,6,26,2,38,1,1,1,1,1,1
8318,8319,6,7,44,97,19,13,29,7,2,29,2,41,2,7,9,26,1,44,1,2,1,1,1,1
8319,8320,6,1,16,1,57,20,13,3,17,28,2,17,2,1,9,61,2,32,1,1,1,1,1,1
8320,8321,4,2,49,41,53,26,30,4,14,15,4,27,3,5,5,29,2,38,1,1,1,1,1,1
8321,8322,4,8,37,25,13,92,40,2,3,23,0,22,3,1,7,80,1,20,0,2,1,1,1,1
8322,8323,2,8,52,20,30,51,36,6,3,28,1,50,1,7,5,96,1,39,1,2,1,1,1,1
8323,8324,9,8,45,10,31,61,52,4,15,9,0,54,1,6,8,45,2,32,0,1,1,1,1,1
8324,8325,1,4,59,29,14,82,27,2,12,30,5,47,2,6,2,20,1,60,1,2,1,1,1,1
8325,8326,3,7,19,61,39,95,23,3,14,5,3,25,2,8,4,49,2,29,0,1,1,1,1,1
8326,8327,4,7,47,71,12,22,30,4,16,9,4,50,1,2,3,98,1,25,0,1,1,1,1,1
8327,8328,4,3,28,47,29,87,59,1,11,29,3,37,2,2,3,11,2,50,0,1,1,1,1,1
8328,8329,9,4,50,19,52,82,52,2,2,24,1,33,1,8,10,44,1,39,1,2,1,1,1,1
8329,8330,9,9,35,30,42,13,11,5,7,26,5,26,1,3,2,50,2,66,0,2,1,1,1,1
8330,8331,2,6,50,10,15,18,15,5,4,10,4,33,3,1,8,30,1,31,1,2,1,1,1,1
8331,8332,3,6,40,34,44,51,41,7,8,20,4,52,3,6,8,56,2,53,1,1,1,1,1,1
8332,8333,8,5,42,31,56,42,59,3,11,15,2,17,1,6,9,31,2,63,0,1,1,1,1,1
8333,8334,2,2,32,100,43,7,13,3,18,24,1,19,1,7,2,91,1,41,1,1,1,1,1,1
8334,8335,9,7,43,74,44,86,22,3,14,19,3,33,1,6,3,82,2,52,1,1,1,1,1,1
8335,8336,5,5,29,37,58,4,38,6,5,24,1,45,2,6,2,50,1,35,0,1,1,1,1,1
8336,8337,8,3,19,80,43,22,11,1,3,12,3,41,2,2,2,47,1,69,1,1,1,1,1,1
8337,8338,7,1,29,47,45,26,30,3,20,17,0,34,3,5,5,12,1,69,0,1,1,1,1,1
8338,8339,6,5,60,82,50,44,45,3,17,12,2,60,1,6,3,38,2,43,0,2,1,1,1,1
8339,8340,2,2,15,54,28,9,53,1,16,27,5,27,1,7,10,40,2,67,1,1,1,1,1,1
8340,8341,7,7,50,81,12,15,38,6,6,12,1,12,1,6,5,58,2,49,0,4,1,1,1,1
8341,8342,9,6,11,22,52,46,24,3,8,23,5,14,1,8,4,34,1,27,1,4,1,1,1,1
8342,8343,1,9,38,79,12,85,15,3,4,12,4,14,3,5,4,42,2,19,1,1,1,1,1,1
8343,8344,1,2,58,92,38,75,57,6,18,24,0,38,3,4,4,10,1,24,1,1,1,1,1,1
8344,8345,3,2,23,93,51,92,55,7,19,27,2,46,1,3,9,47,1,65,1,1,1,1,1,1
8345,8346,2,1,26,32,29,97,57,5,13,18,2,30,3,6,5,54,1,51,1,1,1,1,1,1
8346,8347,7,6,45,24,29,65,11,6,5,10,5,52,2,8,9,24,2,42,1,1,1,1,1,1
8347,8348,1,7,25,82,52,37,42,7,19,8,5,17,3,4,8,72,2,41,1,1,1,1,1,1
8348,8349,8,8,52,53,34,58,20,6,14,5,0,16,3,6,7,45,1,33,1,2,1,1,1,1
8349,8350,5,1,31,89,53,57,15,4,11,23,1,35,3,1,5,40,1,30,0,2,1,1,1,1
8350,8351,9,3,31,64,13,20,49,3,18,17,5,47,1,5,2,13,1,47,1,1,1,1,1,1
8351,8352,4,8,27,75,14,6,30,1,11,17,2,25,2,6,5,49,2,66,0,2,1,1,1,1
8352,8353,1,4,19,77,41,35,17,6,8,16,0,49,2,7,2,30,1,25,0,1,1,1,1,1
8353,8354,7,9,20,32,54,55,54,4,20,30,2,54,2,2,9,65,2,57,1,1,1,1,1,1
8354,8355,8,1,24,11,50,36,26,6,3,10,2,17,1,1,8,19,1,45,0,4,1,1,1,1
8355,8356,6,6,57,15,56,67,30,3,5,15,5,41,3,3,3,61,1,60,1,2,1,1,1,1
8356,8357,7,9,58,81,24,92,37,7,15,26,1,37,3,3,6,30,1,58,1,2,1,1,1,1
8357,8358,4,4,23,71,57,85,25,1,2,28,4,60,1,7,5,73,1,18,0,1,1,1,1,1
8358,8359,9,7,17,36,41,80,31,2,3,17,1,54,3,1,4,40,2,47,0,1,1,1,1,1
8359,8360,9,3,57,32,42,29,25,1,3,10,2,11,2,5,4,64,1,70,1,3,1,1,1,1
8360,8361,7,7,51,7,60,6,49,4,6,19,4,30,2,1,10,16,1,36,1,4,1,1,1,1
8361,8362,4,7,15,13,24,66,28,3,14,15,2,19,1,2,6,91,1,32,1,1,1,1,1,1
8362,8363,5,9,51,77,29,14,10,4,4,21,0,34,1,4,5,34,1,33,0,4,1,1,1,1
8363,8364,8,8,48,16,49,1,60,3,15,27,5,19,3,1,6,18,2,45,1,4,1,1,1,1
8364,8365,6,4,36,72,23,27,38,6,16,16,3,45,1,5,4,92,1,45,1,2,1,1,1,1
8365,8366,9,8,60,81,57,16,13,5,18,27,0,35,3,7,7,89,1,24,1,1,1,1,1,1
8366,8367,4,9,52,46,55,19,19,4,10,14,5,60,1,7,10,67,2,67,1,4,1,1,1,1
8367,8368,4,6,50,91,55,75,37,7,15,13,2,49,3,5,7,46,2,44,0,1,1,1,1,1
8368,8369,5,3,31,8,38,32,11,1,19,28,3,38,2,2,5,98,2,51,0,1,1,1,1,1
8369,8370,5,9,14,17,37,74,11,7,12,27,3,15,2,7,7,49,2,26,1,4,1,1,1,1
8370,8371,6,5,15,86,42,97,33,6,11,10,1,12,3,8,6,63,2,66,0,1,1,1,1,1
8371,8372,9,1,20,40,15,45,58,2,15,6,2,49,1,6,9,74,1,54,1,1,1,1,1,1
8372,8373,5,9,37,50,40,14,32,4,4,16,5,36,2,3,10,15,2,44,1,1,1,1,1,1
8373,8374,9,7,34,31,35,15,29,7,9,9,5,38,2,3,7,43,1,33,1,2,1,1,1,1
8374,8375,1,7,32,90,53,31,41,5,11,26,3,48,3,4,3,80,2,27,1,1,1,1,1,1
8375,8376,3,2,14,8,19,23,45,3,11,15,0,31,2,4,4,94,2,34,0,1,1,1,1,1
8376,8377,5,7,22,57,16,89,24,5,20,28,4,56,1,3,6,35,1,67,1,2,1,1,1,1
8377,8378,7,7,30,7,43,10,28,7,15,12,5,57,2,8,6,64,2,49,0,1,1,1,1,1
8378,8379,8,9,26,87,20,80,43,6,9,14,3,38,1,1,5,14,1,44,1,2,1,1,1,1
8379,8380,6,3,59,72,38,1,34,3,12,20,1,60,2,4,2,97,1,36,1,2,1,1,1,1
8380,8381,9,3,37,43,47,23,60,5,11,28,5,29,1,4,6,94,2,25,1,1,1,1,1,1
8381,8382,9,9,10,3,46,60,40,7,13,17,3,32,1,4,4,36,1,68,1,4,1,1,1,1
8382,8383,6,7,21,92,43,91,29,7,18,23,0,34,1,6,6,21,2,31,1,1,1,1,1,1
8383,8384,3,2,41,69,13,38,51,2,8,6,5,31,2,2,7,13,1,33,0,2,1,1,1,1
8384,8385,7,8,59,49,17,43,22,5,2,24,1,20,2,7,4,85,1,31,0,4,1,1,1,1
8385,8386,8,7,41,11,44,6,49,7,20,18,1,43,2,2,8,33,2,21,0,4,1,1,1,1
8386,8387,7,5,46,74,44,88,35,4,18,7,2,50,2,8,2,23,2,35,1,2,1,1,1,1
8387,8388,4,2,53,64,59,96,44,1,10,12,0,17,2,7,10,77,2,33,1,3,1,1,1,1
